url,name,description,adaptive_support,remote_support,duration,test_type
https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/,Telecommunications Engineering (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/teradata-development-new/,Teradata Development (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/time-management-u-s/,Time Management (U.S.),,Yes,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/training-development/,Training Development,,Yes,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/typing-new/,Typing (New),,No,Yes,30,Simulations
https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/,UiPath RPA Development (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/,Universal Competency Framework Interview Guide,,No,Yes,30,Competencies|Personality & Behavior
https://www.shl.com/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Universal Competency Framework Job profiling guide,,No,Yes,30,Competencies|Personality & Behavior
https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,Universal Competency Framework Profiler Cards (44),,No,Yes,30,Competencies|Personality & Behavior
https://www.shl.com/products/product-catalog/view/unix-new/,UNIX (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/vb-net-new/,VB.NET (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/,Verify - Deductive Reasoning,,Yes,Yes,30,Ability & Aptitude
https://www.shl.com/products/product-catalog/view/verify-following-instructions/,Verify - Following Instructions,,No,Yes,30,Ability & Aptitude
https://www.shl.com/products/product-catalog/view/verify-g/,Verify - G+,,Yes,Yes,30,Ability & Aptitude
https://www.shl.com/products/product-catalog/view/verify-general-ability-screen/,Verify - General Ability Screen,,Yes,Yes,30,Ability & Aptitude
https://www.shl.com/products/product-catalog/view/verify-inductive-reasoning-2014/,Verify - Inductive Reasoning (2014),,Yes,Yes,30,Ability & Aptitude
https://www.shl.com/products/product-catalog/view/verify-numerical-ability/,Verify - Numerical Ability,,Yes,Yes,30,Ability & Aptitude
https://www.shl.com/products/product-catalog/view/verify-technical-checking-next-generation/,Verify - Technical Checking - Next Generation,,No,Yes,30,Ability & Aptitude
https://www.shl.com/products/product-catalog/view/verify-verbal-ability-next-generation/,Verify - Verbal Ability - Next Generation,,Yes,Yes,30,Ability & Aptitude
https://www.shl.com/products/product-catalog/view/verify-working-with-information/,Verify - Working with Information,,No,Yes,30,Ability & Aptitude
https://www.shl.com/products/product-catalog/view/verify-g-ability-test-report/,Verify G+ - Ability Test Report,,No,Yes,30,Ability & Aptitude
https://www.shl.com/products/product-catalog/view/verify-g-candidate-report/,Verify G+ - Candidate Report,,No,Yes,30,Ability & Aptitude
https://www.shl.com/products/product-catalog/view/verify-interactive-ability-report/,Verify Interactive Ability Report,,No,Yes,30,Ability & Aptitude
https://www.shl.com/products/product-catalog/view/verify-interactive-g-candidate-report/,Verify Interactive G+ Candidate Report,,No,Yes,30,Ability & Aptitude
https://www.shl.com/products/product-catalog/view/verify-interactive-g-report/,Verify Interactive G+ Report,,No,Yes,30,Ability & Aptitude
